Module,SOMAmer,SYMBOL,ENTREZID
green,X9526.3,CLPSL1,340204
green,X9543.131,COG8,84342
green,X9547.29,EMID1,129080
green,X9550.153,TTC17,55761
green,X9557.5,MANSC1,54682
green,X9568.289,FCAMR,83953
green,X9569.14,SCARA3,51435
green,X9573.108,TXNDC11,51061
green,X9578.263,MANSC4,100287284
green,X9579.59,PRRG4,79056
green,X9580.5,LAMC2,3918
green,X9583.17,RNF24,11237
green,X9598.23,CSMD1,64478
green,X9599.6,PIANP,196500
green,X9604.14,CDH11,1009
green,X9713.67,PDGFRL,5157
green,X9715.15,IGSF3,3321
green,X9719.145,MMP16,4325
green,X9738.7,FAF2,23197
green,X9747.48,MARK3,4140
green,X9748.31,GSTM3,2947
green,X9754.33,NQO2,4835
green,X9757.29,ENAH,55740
green,X9759.13,IDO1,3620
green,X9761.89,LDHA,3939
green,X9765.4,NDE1,54820
green,X9769.48,DNER,92737
green,X9772.153,NLGN2,57555
green,X9789.52,SYNE2,23224
green,X9790.28,BRSK2,9024
green,X9793.145,IGDCC4,57722
green,X9794.17,COQ8B,79934
green,X9800.20,NDUFB8,4714
green,X9805.51,SEMA4B,10509
green,X9808.41,TNRC6B,23112
green,X9816.37,ISOC1,51015
green,X9826.135,FHIT,2272
green,X9834.62,ADH1B,125
green,X9835.16,ALDH1A3,220
green,X9842.2,CTNNB1,1499
green,X9847.21,TGIF2,60436
green,X9857.38,IRF4,3662
green,X9874.28,CDKN2B,1030
green,X9876.20,ALDOC,230
green,X9878.3,SULT1E1,6783
green,X9883.29,GLO1,2739
green,X9885.41,RAP2A,5911
green,X9893.27,OAZ1,4946
green,X9897.9,MCM6,4175
green,X9900.36,NEFH,4744
green,X9906.21,SPOCK3,50859
green,X9927.96,TNS4,84951
green,X9933.49,ATP1B4,23439
green,X9934.29,PITPNA,5306
green,X9951.36,FBXL4,26235
green,X9959.60,TMEM59L,25789
green,X9964.10,MYZAP,100820829
green,X9969.8,SLC22A16,85413
green,X9971.5,CSMD2,114784
green,X9981.18,FAM234B,57613
green,X9986.14,NPW,283869
green,X9995.6,DUT,1854
brown,X10003.15,ZNF41,7592
brown,X10022.207,POLH,5429
brown,X10023.32,VDR,7421
brown,X10069.2,PIN1,5300
brown,X10081.17,SATB2,23314
brown,X10342.55,PIAS4,51588
brown,X10420.30,FAIM,55179
brown,X10430.31,SLC3A2,6520
brown,X10453.7,CEACAM20,125931
brown,X10507.166,ACRV1,56
brown,X10534.40,PARP1,142
brown,X10552.88,KLRC4,8302
brown,X10560.1,ITM2C,81618
brown,X10561.5,PGLYRP3,114771
brown,X10563.13,LYSMD3,116068
brown,X10588.39,ST3GAL5,8869
brown,X10616.67,PODXL2,50512
brown,X10630.5,HTATIP2,10553
brown,X10636.1,CD200R1,131450
brown,X10672.75,SFTPB,6439
brown,X10704.91,IRAG2,4033
brown,X10752.8,CDYL2,124359
brown,X10767.52,ADGRG2,10149
brown,X10780.10,RAB3D,9545
brown,X10798.4,CD300E,342510
brown,X10814.7,CD1A,909
brown,X10817.26,TOMM20L,387990
brown,X10819.108,FBLN1,2192
brown,X10890.135,LCTL,197021
brown,X10894.25,SCGN,10590
brown,X10910.6,CEACAM4,1089
brown,X10939.16,PLEKHA4,57664
brown,X10955.4,CLEC10A,10462
brown,X10975.59,MUCL1,118430
brown,X10976.44,MUC1,4582
brown,X11071.1,IL5,3567
brown,X11094.104,CLC,1178
brown,X11103.24,HSPB1,3315
brown,X11110.4,TMEM119,338773
brown,X11118.107,RAB17,64284
brown,X11137.43,CSF2RB,1439
brown,X11162.37,EQTN,54586
brown,X11167.6,MTMR1,8776
brown,X11180.17,SMARCC1,6599
brown,X11185.145,GCH1,2643
brown,X11201.19,PUS1,80324
brown,X11202.70,TBX5,6910
brown,X11312.40,PMS2,5395
brown,X11342.59,PLXDC2,84898
brown,X11363.58,AQP4,361
brown,X11380.84,RBM24,221662
brown,X11432.11,PQBP1,10084
brown,X11456.2,MAGEB10,139422
brown,X11537.12,TFR2,7036
brown,X11539.4,ATP5MF,9551
brown,X11543.84,LIMA1,51474
brown,X11545.9,TNFRSF14,8764
brown,X11563.51,SYTL4,94121
brown,X11570.94,BCAP29,55973
brown,X11618.83,MYB,4602
brown,X11647.6,FZD10,11211
brown,X11654.77,NRSN1,140767
brown,X11670.18,GPR101,83550
brown,X11677.17,ZDHHC14,79683
brown,X11682.7,TXNIP,10628
brown,X11715.1,POU2F1,5451
brown,X11872.9,PCDHGB1,56104
brown,X11934.9,INTS3,65123
brown,X12033.3,BUB1,699
brown,X12077.32,MSTN,2660
brown,X12347.29,CCM2,83605
brown,X12352.70,ARRDC3,57561
brown,X12382.2,DDX58,NA
brown,X12391.27,PDZD7,79955
brown,X12422.143,ALOX15B,247
brown,X12456.5,PFKFB3,5209
brown,X12473.48,KCTD5,54442
brown,X12503.5,GPR68,8111
brown,X12511.83,SLC41A2,84102
brown,X12531.5,ERVV-1,147664
brown,X12605.1,EXOSC3,51010
brown,X12616.45,NRBP1,29959
brown,X12618.50,AKR1C1,1645
brown,X12623.84,JARID2,3720
brown,X12668.7,VPS4B,9525
brown,X12738.43,NISCH,11188
brown,X12798.46,SLC4A8,9498
brown,X12820.1,GRAP,10750
brown,X12892.10,SYTL1,84958
brown,X12904.180,CUBN,8029
brown,X12970.35,STAU2,27067
brown,X12986.12,LIN7C,55327
brown,X13032.1,BECN1,8678
brown,X13039.1,PPP1R8,5511
brown,X13043.157,ATAD2,29028
brown,X13055.53,PSD,5662
brown,X13056.18,SLC6A16,28968
brown,X13089.6,HIF1A,3091
brown,X13105.7,SNAP25,6616
brown,X13107.9,LYPD3,27076
brown,X13117.232,CHKB,1120
brown,X13129.40,LDLR,3949
brown,X13229.20,MDM4,4194
brown,X13375.48,SYNGR3,9143
brown,X13378.80,C5orf63,401207
brown,X13412.5,WFDC6,140870
brown,X13439.6,IQCF3,401067
brown,X13453.2,MRPL33,9553
brown,X13464.8,NRAC,NA
brown,X13465.5,RCAN1,1827
brown,X13479.8,FAM171A2,284069
brown,X13484.69,COL1A1,1277
brown,X13497.34,EIF3J,8669
brown,X13501.10,SLC35G2,80723
brown,X13506.10,DUS2,54920
brown,X13540.1,GPR26,2849
brown,X13541.1,MYCT1,80177
brown,X13548.53,PLPP4,196051
brown,X13578.98,ABLIM3,22885
brown,X13591.31,PRIM1,5557
brown,X13613.23,AK5,26289
brown,X13663.2,IL4,3565
brown,X13672.3,HSPA6,3310
brown,X13686.2,IL5RA,3568
brown,X13706.12,IL12RB1,3594
brown,X13726.4,CD80,941
brown,X13727.44,SPOP,8405
brown,X13729.26,SFXN5,94097
brown,X13739.3,FLRT1,23769
brown,X13932.45,ARHGEF7,8874
brown,X13944.3,SULT1A3,6818
brown,X13966.30,MYOM3,127294
brown,X13975.56,PPFIA1,8500
brown,X14008.22,DCP1A,55802
brown,X14024.196,EDA,1896
brown,X14030.21,TNFSF4,7292
brown,X14043.12,EEA1,8411
brown,X14045.12,NCOA2,10499
brown,X14069.61,CA4,762
brown,X14122.132,ZNRF3,84133
brown,X14197.2,PRDM1,639
brown,X14204.55,FOXJ2,55810
brown,X14246.50,DOK2,9046
brown,X14249.68,MID2,11043
brown,X14286.2,NFATC1,4772
brown,X14314.6,PPIL2,23759
brown,X14593.152,FAM210A,125228
brown,X14634.13,LHCGR,3973
brown,X14687.6,PLIN3,10226
brown,X15297.3,S100A3,6274
brown,X15346.31,IFNG,3458
brown,X15385.116,FABP2,2169
brown,X15390.3,GAL,51083
brown,X15416.54,LYG2,254773
brown,X15437.11,RAMP3,10268
brown,X15439.21,RND3,390
brown,X15457.14,ANPEP,290
brown,X15460.9,DPP4,1803
brown,X15468.14,CFHR1,3078
brown,X15482.12,A2ML1,144568
brown,X15487.164,CES1,1066
brown,X15603.20,ITGA2,3673
brown,X15668.19,BMP8B,656
brown,X15675.3,CEBPB,1051
brown,X16079.2,TEC,7006
brown,X16296.43,LGR5,8549
brown,X16298.84,PLA2G2D,26279
brown,X16302.11,BPIFA2,140683
brown,X16304.6,LGR4,55366
brown,X16308.14,BTLA,151888
brown,X16312.45,CDH6,1004
brown,X16585.16,B3GNT4,79369
brown,X16748.1,BMP3,651
brown,X16754.40,CASK,8573
brown,X17166.4,FGF8,2253
brown,X17175.5,MAP2K6,5608
brown,X17195.43,BAG1,573
brown,X17200.50,KIR2DL1,3802
brown,X17319.1,SELENOH,280636
brown,X17336.54,CREB3L2,64764
brown,X17419.17,TES,26136
brown,X17441.4,ALPI,248
brown,X17453.34,CP,1356
brown,X17455.42,FOLR1,2348
brown,X17462.19,IRF1,3659
brown,X17474.106,YEATS4,8089
brown,X17511.10,RPP30,10556
brown,X17516.7,RAB3A,5864
brown,X17699.43,TIMELESS,8914
brown,X17725.37,USH1C,10083
brown,X17736.105,APTX,54840
brown,X17743.14,UBE2A,7319
brown,X17771.35,CRCP,27297
brown,X17773.26,NAPG,8774
brown,X17811.78,SULT1C2,6819
brown,X17817.22,DDIT4,54541
brown,X17822.57,RERG,85004
brown,X18177.49,NAE1,8883
brown,X18208.3,CCNB2,9133
brown,X18210.12,SPIN1,10927
brown,X18212.43,GSTM5,2949
brown,X18257.64,SRP19,6728
brown,X18264.12,CCDC25,55246
brown,X18267.74,CARD17,NA
brown,X18282.1,GNG11,2791
brown,X18286.3,ZWINT,11130
brown,X18302.204,ZWILCH,55055
brown,X18328.36,PYCR2,29920
brown,X18343.10,DECR2,26063
brown,X18396.10,TLE5,166
brown,X18399.1,AKAP7,9465
brown,X18401.18,ALKBH3,221120
brown,X18402.1,AMMECR1L,83607
brown,X18417.3,AS3MT,57412
brown,X18429.10,CDH1,999
brown,X18435.40,UBXN2B,137886
brown,X18888.37,FABP12,646486
brown,X18898.36,HDGFL1,154150
brown,X18918.86,PDE4A,5141
brown,X19109.32,TCEAL8,90843
brown,X19132.1,MRPL2,51069
brown,X19159.9,POLD4,57804
brown,X19170.25,POLE3,54107
brown,X19180.38,GULP1,51454
brown,X19200.16,NDUFA5,4698
brown,X19209.6,NFKBIA,4792
brown,X19213.1,SPINK4,27290
brown,X19247.1,UBE2D1,7321
brown,X19302.7,GIMAP6,474344
brown,X19316.2,HSCB,150274
brown,X19338.3,LZIC,84328
brown,X19353.25,OSTM1,28962
brown,X19374.72,MTCP1,4515
brown,X19376.74,NNMT,4837
brown,X19488.1,PDCD6,10016
brown,X19504.22,DTYMK,1841
brown,X19564.61,IRF4,3662
brown,X19572.10,CEBPG,1054
brown,X19612.3,CD81,975
brown,X19765.17,CLEC4G,339390
brown,X19809.47,POLR2I,5438
brown,X20068.61,GAGE12F,100008586
brown,X20073.22,KRAS,3845
brown,X20127.102,HEPH,9843
brown,X20142.42,UBE2C,11065
brown,X20159.1,NRN1L,123904
brown,X20189.28,ITGAV|ITGB6,NA
brown,X20189.4,ITGAV|ITGB6,NA
brown,X20205.55,DYRK2,8445
brown,X20219.25,MME,4311
brown,X20229.67,TM2D1,83941
brown,X20241.9,SNAP23,8773
brown,X20382.8,MOSPD1,56180
brown,X20408.11,TOMM20,9804
brown,X20411.52,TTC33,23548
brown,X20426.34,LRATD1,151354
brown,X20428.5,PHOSPHO1,162466
brown,X20458.22,NDUFA2,4695
brown,X20460.22,IFT20,90410
brown,X20464.7,KHDC1L,100129128
brown,X20511.3,F11R,50848
brown,X20545.17,MFAP3,4238
brown,X20557.19,VSIG8,391123
brown,X20563.48,TLR10,81793
brown,X20585.9,CD300LG,146894
brown,X20971.1,MSRB1,51734
brown,X20986.58,EGLN3,112399
brown,X21112.6,MYLPF,NA
brown,X21114.18,DNAJC12,56521
brown,X21121.31,UBA3,9039
brown,X21161.16,MRM2,29960
brown,X21196.29,SAMSN1,64092
brown,X21271.53,AKR1C2,1646
brown,X21311.22,JDP2,122953
brown,X21314.11,UBA5,79876
brown,X21344.31,TFB1M,51106
brown,X21348.22,TRPT1,83707
brown,X21354.92,UPRT,139596
brown,X21355.4,USF1,7391
brown,X21359.17,NREP,9315
brown,X21368.46,POLR3K,51728
brown,X21381.73,TBC1D22B,55633
brown,X21435.143,SRPK2,6733
brown,X21450.333,CASP10,843
brown,X21514.1,GP1BB,2812
brown,X21523.71,ILKAP,80895
brown,X21526.88,IZUMO1,284359
brown,X21579.35,MYBPC3,4607
brown,X21589.80,DPPA4,55211
brown,X21636.63,NCBP2,22916
brown,X21664.6,MACROH2A1,9555
brown,X21698.11,ITGA11|ITGB1,NA
brown,X21728.4,USP2,9099
brown,X21740.26,USP1,7398
brown,X21759.23,USP1|WDR48,NA
brown,X21769.10,XYLB,9942
brown,X21821.9,None,NA
brown,X21829.8,RPS12,6206
brown,X21836.9,SSTR1,6751
brown,X21837.3,SSR2,6746
brown,X21853.3,CLEC1A,51267
brown,X21899.36,INHA|INHBA,NA
brown,X21901.14,ITGA3|ITGB1,NA
brown,X21909.10,ITGA5|ITGB1,NA
brown,X21969.5,DPP6,1804
brown,X22007.1,RETNLB,84666
brown,X22057.9,ALDH1B1,219
brown,X22095.29,CBX2,84733
brown,X2212.69,PLAT,5327
brown,X22148.135,FOXP3,50943
brown,X22465.43,HES1,3280
brown,X22476.115,HOXD4,3233
brown,X22484.17,CSNK1A1L,122011
brown,X22491.10,LDB2,9079
brown,X22505.24,NADK2,133686
brown,X22512.18,NGDN,25983
brown,X22517.106,NSMCE2,286053
brown,X22525.9,PAX3,5077
brown,X22531.44,PITX2,5308
brown,X22553.4,RPL38,6169
brown,X22554.101,MRPL10,124995
brown,X22568.7,DSG4,147409
brown,X22580.29,EFNA2,1943
brown,X22801.83,TERB2,145645
brown,X22802.13,TEX30,93081
brown,X22810.41,TIPIN,54962
brown,X22814.1,TRIM27,5987
brown,X22841.16,ZNF696,79943
brown,X22842.85,ZNF69,7620
brown,X22857.5,KCTD7,154881
brown,X22862.44,PPM1M,132160
brown,X22967.15,GDF7,151449
brown,X23016.24,TAF15,8148
brown,X23028.49,SDCBP2,27111
brown,X23228.2,C12orf76,400073
brown,X23242.2,SSNA1,8636
brown,X23248.1,XAGE2,9502
brown,X23252.4,DNAJB3,414061
brown,X23254.31,NDUFAF3,25915
brown,X23255.7,RAB33A,9363
brown,X23287.109,NDUFB6,4712
brown,X23288.28,LRRC20,55222
brown,X23290.3,SMN1,6606
brown,X23291.18,PID1,55022
brown,X23300.3,RBPMS2,348093
brown,X23308.31,KCTD1,284252
brown,X23321.42,INO80E,283899
brown,X23336.2,KCNRG,283518
brown,X23337.54,KCTD10,83892
brown,X23340.37,MRI1,84245
brown,X23345.2,NECAB1,64168
brown,X23367.8,ANKRD40,91369
brown,X23376.56,ARPC2,10109
brown,X23381.8,SEPTIN1,1731
brown,X23385.18,CASTOR1,652968
brown,X23392.41,PLEKHA3,65977
brown,X23418.66,CCDC92,80212
brown,X23424.4,None,NA
brown,X23519.91,TMEM221,100130519
brown,X23520.60,MBLAC2,153364
brown,X23525.27,NOSIP,51070
brown,X23540.3,MNAT1,4331
brown,X23550.10,KDF1,126695
brown,X23554.2,SHD,56961
brown,X23556.4,VGLL4,9686
brown,X23558.33,METTL2B,55798
brown,X23564.83,METTL21C,196541
brown,X23578.6,SMIM3,85027
brown,X23591.9,EXD1,161829
brown,X23602.35,NAPEPLD,222236
brown,X23605.3,TCP11L1,55346
brown,X23606.18,SAMD4B,55095
brown,X23607.1,C16orf71,NA
brown,X23617.15,HYPK,25764
brown,X23618.23,ZNF593,51042
brown,X23639.93,NPEPL1,79716
brown,X23646.5,AIPL1,23746
brown,X23661.61,XPNPEP3,63929
brown,X23664.17,RTKN,6242
brown,X23670.11,DPH2,1802
brown,X23680.1,ZC3H12A,80149
brown,X23689.52,CPNE6,9362
brown,X23695.1,FSD1,79187
brown,X23704.11,C2CD2L,9854
brown,X23706.13,TRMT61B,55006
brown,X23981.172,CPA1,1357
brown,X24055.44,CSTF1,1477
brown,X24201.86,PAGE4,9506
brown,X24247.13,C15orf40,123207
brown,X24261.202,DAPK3,1613
brown,X24279.30,UTP6,55813
brown,X2429.27,C8A|C8B|C8G,NA
brown,X24299.1,CEACAM16,388551
brown,X24316.10,BMT2,NA
brown,X24423.9,None,NA
brown,X24465.28,SSX4,6759
brown,X24487.95,BLOC1S3,388552
brown,X24638.3,FAM89B,23625
brown,X24642.21,FAM92A,NA
brown,X24661.4,MAP6D1,79929
brown,X24662.78,TTC36,143941
brown,X24680.51,TMX1,81542
brown,X24683.11,GIMAP7,168537
brown,X24688.9,DMRTB1,63948
brown,X24710.1,MTUS2,23281
brown,X24903.7,KLHL14,57565
brown,X24921.73,HIRIP3,8479
brown,X24935.62,FOXP1,27086
brown,X24941.14,CLUH,23277
brown,X24944.12,REPS2,9185
brown,X24947.40,NUMBL,9253
brown,X24977.18,VILL,50853
brown,X25038.5,WEE2,494551
brown,X25057.2,ACTN4,81
brown,X25066.32,GYG2,8908
brown,X25075.2,ZBTB10,65986
brown,X25110.19,EXOC7,23265
brown,X25116.11,CCDC9,26093
brown,X25123.198,APEX2,27301
brown,X25244.9,HECTD3,79654
brown,X25247.12,ARMC8,25852
brown,X25251.6,ENPP3,5169
brown,X25252.29,MTSS2,92154
brown,X25261.42,ANKS3,124401
brown,X25263.4,ARHGAP24,83478
brown,X25297.11,SH3PXD2B,285590
brown,X25307.8,WDR18,57418
brown,X25422.58,RPP40,10799
brown,X25428.103,IFRD1,3475
brown,X25465.42,MLIP,90523
brown,X25492.7,TOM1,10043
brown,X25493.11,FAM221B,392307
brown,X25497.35,SEC14L4,284904
brown,X25880.14,ALOX5,240
brown,X25917.12,HEXA,3073
brown,X25938.13,NEUROG3,50674
brown,X25941.4,OASL,8638
brown,X2693.20,OSM,5008
brown,X2715.25,EPOR,2057
brown,X2719.3,CSF3R,1441
brown,X2723.9,IL37,27178
brown,X2752.62,GDF5,8200
brown,X2775.54,IL17F,112744
brown,X2788.55,MMP3,4314
brown,X2871.73,RAD51,5888
brown,X2993.1,IL18RAP,8807
brown,X3151.6,IL2RA,3559
brown,X3218.8,FOLH1,2346
brown,X3359.11,CDK8|CCNC,NA
brown,X3387.1,PAK3,5063
brown,X3415.61,IBSP,3381
brown,X3685.53,MFRP,83552
brown,X4301.58,TK1,7083
brown,X4785.30,SERPINA6,866
brown,X4965.27,ATP5F1B,506
brown,X4973.18,BIRC3,330
brown,X5014.49,NCK1,4690
brown,X5033.27,TPM1,7168
brown,X5063.12,CD244,51744
brown,X5094.62,JAML,120425
brown,X5104.57,NCR1,9437
brown,X5128.53,SLAMF6,114836
brown,X5133.17,TGFBR2,7048
brown,X5196.7,NMT1,4836
brown,X5250.53,IMPDH2,3615
brown,X5265.12,GRAP2,9402
brown,X5268.49,MMP16,4325
brown,X5280.68,SLC25A18,83733
brown,X5315.22,TNNT2,7139
brown,X5384.67,BRF1,2972
brown,X5606.24,MFAP1,4236
brown,X5664.57,DEFB106A,245909
brown,X5668.49,AGR3,155465
brown,X5669.26,SIRPB2,284759
brown,X5676.54,ASIP,434
brown,X5692.79,TNF,7124
brown,X5716.49,CSAG1,158511
brown,X5723.4,INSL3,3640
brown,X5726.49,SPAG11A,653423
brown,X5739.75,KRTDAP,388533
brown,X5765.53,DEFB121,245934
brown,X5954.62,PTH,5741
brown,X5970.61,LECT2,3950
brown,X5988.49,TNFSF14,8740
brown,X6019.12,C1QTNF9,338872
brown,X6020.52,UTS2,10911
brown,X6104.1,FGFRL1,53834
brown,X6113.31,EDN3,1908
brown,X6219.14,PDZD11,51248
brown,X6231.46,STC2,8614
brown,X6263.77,PLTP,5360
brown,X6351.55,CD79B,974
brown,X6357.83,CELA3B,23436
brown,X6360.7,DEFB128,245939
brown,X6368.9,CSTL1,128817
brown,X6395.58,GPHA2,170589
brown,X6411.58,DEFB135,613209
brown,X6430.36,TAFA2,338811
brown,X6454.38,ARHGDIA,396
brown,X6463.59,QRFP,347148
brown,X6549.60,VSTM2L,128434
brown,X6555.58,STOML2,30968
brown,X6594.64,SAYSD1,55776
brown,X6600.70,RELL2,285613
brown,X6622.90,APLN,8862
brown,X6627.25,PNLIPRP1,5407
brown,X6912.6,MICU3,286097
brown,X6915.2,CD164L2,388611
brown,X6935.123,BAMBI,25805
brown,X6955.68,SNX1,6642
brown,X6969.14,WFDC5,149708
brown,X6975.52,SNAPIN,23557
brown,X6992.67,HBD,3045
brown,X6994.19,C3orf18,51161
brown,X7002.1,MXRA8,54587
brown,X7009.8,CD72,971
brown,X7018.10,TSR3,115939
brown,X7048.4,CEACAM19,56971
brown,X7056.16,SLC3A2,6520
brown,X7069.9,TSNARE1,203062
brown,X7116.31,OSCAR,126014
brown,X7132.55,C1QL4,338761
brown,X7153.66,NGRN,51335
brown,X7155.46,C4BPB,725
brown,X7225.51,MMGT1,93380
brown,X7241.12,CD247,919
brown,X7247.1,GORAB,92344
brown,X7695.106,SQSTM1,8878
brown,X7737.76,ITGB6,3694
brown,X7743.5,TIMM50,92609
brown,X7751.121,SFRP2,6423
brown,X7756.37,KLRF1,51348
brown,X7765.15,ITM2A,9452
brown,X7767.1,CLPSL2,389383
brown,X7786.83,CLEC2B,9976
brown,X7797.11,CCDC167,154467
brown,X7854.38,NCR3LG1,374383
brown,X7880.9,PSMA1,5682
brown,X7882.31,SLAMF7,57823
brown,X7911.29,SCN4B,6330
brown,X7919.278,FAM3D,131177
brown,X7926.13,SPINT3,10816
brown,X7939.1,SLC66A1L,NA
brown,X7943.16,CUZD1,50624
brown,X7962.11,SPINK8,646424
brown,X7967.38,POTEM,641455
brown,X7976.19,FRRS1L,23732
brown,X7991.54,IQCF1,132141
brown,X8004.15,GAPDHS,26330
brown,X8016.19,DNAJC4,3338
brown,X8017.23,FOXRED1,55572
brown,X8034.6,DRGX,644168
brown,X8067.21,KCNE3,10008
brown,X8069.85,CD3E,916
brown,X8071.114,PCDHB7,56129
brown,X8088.56,C1orf210,149466
brown,X8389.8,LRRC74A,145497
brown,X8569.147,ARL8B,55207
brown,X8646.61,LRRTM4,80059
brown,X8653.132,DNAJC4,3338
brown,X8664.36,PKDCC,91461
brown,X8681.93,PGRMC2,10424
brown,X8754.5,NMU,10874
brown,X8776.10,ERLIN1,10613
brown,X8813.160,TXN,7295
brown,X8817.29,CENPV,201161
brown,X8833.20,TNFSF10,8743
brown,X8843.34,MYRF,745
brown,X8864.59,CENPW,387103
brown,X8876.51,NRXN2,9379
brown,X8951.162,CSPG4,1464
brown,X8962.48,RPS6KB1,6198
brown,X9008.6,PRRG1,5638
brown,X9012.1,PRPF6,24148
brown,X9025.5,AHSP,51327
brown,X9032.30,ROS1,6098
brown,X9045.3,SLC27A2,11001
brown,X9059.14,RAPGEF5,9771
brown,X9064.12,RNF215,200312
brown,X9081.39,SLC30A3,7781
brown,X9083.35,SIRPA,140885
brown,X9087.8,NHLRC3,387921
brown,X9106.87,LYSMD4,145748
brown,X9123.18,CBARP,255057
brown,X9168.31,CCL26,10344
brown,X9199.6,UBE2G2,7327
brown,X9224.20,PRLR,5618
brown,X9271.101,STIM1,6786
brown,X9300.13,NECTIN1,5818
brown,X9317.4,LRRC25,126364
brown,X9363.11,CT55,54967
brown,X9365.91,EYS,346007
brown,X9378.6,FIBCD1,84929
brown,X9392.43,MGAT4A,11320
brown,X9444.70,DGCR6,8214
brown,X9457.3,CAV2,858
brown,X9475.22,GPX5,2880
brown,X9487.60,GHRH,2691
brown,X9524.46,SPATA31D4,389761
brown,X9532.5,WBP1L,54838
brown,X9536.16,EDDM3A,10876
brown,X9565.6,PAWR,5074
brown,X9576.58,MNX1,3110
brown,X9577.26,SYT2,127833
brown,X9581.4,PRPF6,24148
brown,X9582.93,SUSD1,64420
brown,X9607.39,PRR27,401137
brown,X9730.22,GHDC,84514
brown,X9745.20,EIF4E2,9470
brown,X9768.5,IL10RA,3587
brown,X9773.15,RNF149,284996
brown,X9774.59,RNF150,57484
brown,X9778.45,TMEM52B,120939
brown,X9779.63,HERPUD2,64224
brown,X9802.27,PNPLA2,57104
brown,X9819.110,MCL1,4170
brown,X9829.91,SULT2A1,6822
brown,X9832.33,HGD,3081
brown,X9838.4,SMAD1,4086
brown,X9839.148,TIRAP,114609
brown,X9845.33,PARK7,11315
brown,X9853.3,IFIT2,3433
brown,X9863.1,TPM4,7171
brown,X9865.40,UBE2B,7320
brown,X9880.33,TDO2,6999
brown,X9890.8,TPM3,7170
brown,X9894.13,MYO6,4646
brown,X9898.161,ARID1A,8289
brown,X9930.48,GABBR2,9568
brown,X9936.27,LNX1,84708
brown,X9940.35,DUSP28,285193
brown,X9945.8,ARMC5,79798
brown,X9947.22,TOPBP1,11073
brown,X9956.7,ADAM15,8751
brown,X9960.2,TBC1D5,9779
brown,X9962.1,CDHR5,53841
brown,X9974.8,DLL3,10683
brown,X9983.97,PRSS35,167681
brown,X9987.30,LRRC25,126364
brown,X9991.112,EMILIN3,90187
blue,X10006.25,ELK1,2002
blue,X10010.10,BECN1,8678
blue,X10011.65,OCRL,4952
blue,X10040.63,TP63,8626
blue,X10043.31,BRD4,23476
blue,X10045.47,CUL3,8452
blue,X10048.7,CBFB,865
blue,X10049.112,TERF1,7013
blue,X10053.5,ILK,3611
blue,X10056.5,FOXM1,2305
blue,X10063.10,FANCL,55120
blue,X10070.22,PLCG2,5336
blue,X10073.22,TDP1,55775
blue,X10078.5,BAG3,9531
blue,X10080.9,EIF2B1,1967
blue,X10087.10,CRYAA,1409
blue,X10361.25,OAS1,4938
blue,X10367.62,IL12A|IL12B,NA
blue,X10370.21,STAT1,6772
blue,X10372.18,STAT6,6778
blue,X10455.196,IL31,386653
blue,X10496.11,CLCA1,1179
blue,X10505.12,RNF43,54894
blue,X10506.53,PGRMC2,10424
blue,X10510.62,SCIMP,388325
blue,X10514.5,PTGDS,5730
blue,X10539.30,CD99L2,83692
blue,X10551.7,LAT,27040
blue,X10663.42,INSIG1,3638
blue,X10667.78,C1orf185,284546
blue,X10705.14,ST6GALNAC3,256435
blue,X10753.31,ADAM7,8756
blue,X10754.113,PROK2,60675
blue,X10933.107,CALN1,83698
blue,X10940.25,SRL,6345
blue,X10967.12,PRL,5617
blue,X10974.20,SPINK7,84651
blue,X10978.39,GH2,2689
blue,X11112.18,TMEM167A,153339
blue,X11134.30,MTRF1L,54516
blue,X11144.10,DEFB116,245930
blue,X11146.4,TBX22,50945
blue,X11147.17,TREML1,340205
blue,X11154.3,NFE2L1,4779
blue,X11177.16,KRT5,3852
blue,X11179.7,TSSK1B,83942
blue,X11186.12,TMEM52,339456
blue,X11190.129,YME1L1,10730
blue,X11200.52,CD93,22918
blue,X11204.80,CXADR,1525
blue,X11215.6,CDH15,1013
blue,X11217.16,CTBP1,1487
blue,X11220.53,C10orf105,414152
blue,X11223.1,TMEM154,201799
blue,X11232.46,TCN1,6947
blue,X11239.49,TMPRSS6,164656
blue,X11242.33,TGM1,7051
blue,X11254.13,PAPLN,89932
blue,X11275.94,LRP1B,53353
blue,X11281.6,GRB7,2886
blue,X11292.13,SCARA3,51435
blue,X11294.7,TMCC3,57458
blue,X11310.8,DSG3,1830
blue,X11311.79,RAG1,5896
blue,X11315.148,PPM1D,8493
blue,X11318.20,APOA5,116519
blue,X11328.9,USB1,79650
blue,X11334.7,LILRB3,11025
blue,X11336.9,FANCF,2188
blue,X11351.233,NHEJ1,79840
blue,X11352.42,TTN,7273
blue,X11356.19,ESS2,8220
blue,X11358.15,GRB10,2887
blue,X11369.23,ADH5,128
blue,X11370.20,INPP5E,56623
blue,X11395.5,PTK2B,2185
blue,X11428.31,PDLIM1,9124
blue,X11442.1,DNER,92737
blue,X11444.49,POLR3F,10621
blue,X11468.15,RBM19,9904
blue,X11480.1,ALDH3A1,218
blue,X11516.7,FABP1,2168
blue,X11534.6,LRIT3,345193
blue,X11538.216,MLYCD,23417
blue,X11540.37,FOXO3,2309
